"id","date_of_death","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
1347,NA,1347,2,2019-02-13,2019-02-13,"user_1","user_1"
1348,NA,1348,4,2019-08-12,2019-08-12,"user_1","user_1"
1349,NA,1349,3,2020-02-08,2020-02-08,"user_1","user_1"
1350,NA,1350,5,2020-08-06,2020-08-06,"user_1","user_1"
1351,NA,1351,1,2018-08-17,2018-08-17,"user_1","user_1"
1352,NA,1352,3,2019-02-13,2019-02-13,"user_1","user_1"
1353,NA,1353,2,2019-08-12,2019-08-12,"user_1","user_1"
1354,NA,1354,1,2020-02-08,2020-02-08,"user_1","user_1"
1355,NA,1355,2,2020-08-06,2020-08-06,"user_1","user_1"
1356,NA,1356,2,2018-08-17,2018-08-17,"user_1","user_1"
1357,NA,1357,6,2019-02-13,2019-02-13,"user_1","user_1"
1358,NA,1358,1,2019-08-12,2019-08-12,"user_1","user_1"
1359,NA,1359,4,2020-02-08,2020-02-08,"user_1","user_1"
1360,NA,1360,4,2020-08-06,2020-08-06,"user_1","user_1"
1361,NA,1361,1,2018-08-17,2018-08-17,"user_1","user_1"
1362,NA,1362,1,2019-02-13,2019-02-13,"user_1","user_1"
1363,NA,1363,3,2019-08-12,2019-08-12,"user_1","user_1"
1364,NA,1364,4,2020-02-08,2020-02-08,"user_1","user_1"
1365,NA,1365,1,2020-08-06,2020-08-06,"user_1","user_1"
1366,NA,1366,3,2018-08-17,2018-08-17,"user_1","user_1"
1367,NA,1367,2,2019-02-13,2019-02-13,"user_1","user_1"
1368,NA,1368,2,2019-08-12,2019-08-12,"user_1","user_1"
1369,NA,1369,1,2020-02-08,2020-02-08,"user_1","user_1"
1370,NA,1370,4,2020-08-06,2020-08-06,"user_1","user_1"
1371,NA,1371,5,2018-08-17,2018-08-17,"user_1","user_1"
1372,NA,1372,3,2019-02-13,2019-02-13,"user_1","user_1"
1373,NA,1373,3,2019-08-12,2019-08-12,"user_1","user_1"
1374,NA,1374,4,2020-02-08,2020-02-08,"user_1","user_1"
1375,NA,1375,5,2020-08-06,2020-08-06,"user_1","user_1"
1376,NA,1376,5,2018-08-17,2018-08-17,"user_1","user_1"
1377,NA,1377,3,2019-02-13,2019-02-13,"user_1","user_1"
1378,NA,1378,6,2019-08-12,2019-08-12,"user_1","user_1"
1379,NA,1379,3,2020-02-08,2020-02-08,"user_1","user_1"
1380,NA,1380,4,2020-08-06,2020-08-06,"user_1","user_1"
1381,NA,1381,6,2018-08-17,2018-08-17,"user_1","user_1"
1382,NA,1382,6,2019-02-13,2019-02-13,"user_1","user_1"
1383,NA,1383,3,2019-08-12,2019-08-12,"user_1","user_1"
1384,NA,1384,2,2020-02-08,2020-02-08,"user_1","user_1"
1385,NA,1385,2,2020-08-06,2020-08-06,"user_1","user_1"
1386,NA,1386,3,2018-08-17,2018-08-17,"user_1","user_1"
1387,NA,1387,2,2019-02-13,2019-02-13,"user_1","user_1"
1388,NA,1388,1,2019-08-12,2019-08-12,"user_1","user_1"
1389,NA,1389,3,2020-02-08,2020-02-08,"user_1","user_1"
1390,NA,1390,3,2020-08-06,2020-08-06,"user_1","user_1"
1391,NA,1391,5,2018-08-17,2018-08-17,"user_1","user_1"
1392,NA,1392,3,2019-02-13,2019-02-13,"user_1","user_1"
1393,NA,1393,5,2019-08-12,2019-08-12,"user_1","user_1"
1394,NA,1394,6,2020-02-08,2020-02-08,"user_1","user_1"
1395,NA,1395,1,2020-08-06,2020-08-06,"user_1","user_1"
1396,NA,1396,1,2018-08-17,2018-08-17,"user_1","user_1"
1397,NA,1397,1,2019-02-13,2019-02-13,"user_1","user_1"
1398,NA,1398,4,2019-08-12,2019-08-12,"user_1","user_1"
1399,NA,1399,2,2020-02-08,2020-02-08,"user_1","user_1"
1400,NA,1400,3,2020-08-06,2020-08-06,"user_1","user_1"
1401,NA,1401,6,2018-08-17,2018-08-17,"user_1","user_1"
1402,NA,1402,4,2019-02-13,2019-02-13,"user_1","user_1"
1403,NA,1403,1,2019-08-12,2019-08-12,"user_1","user_1"
1404,NA,1404,5,2020-02-08,2020-02-08,"user_1","user_1"
1405,NA,1405,5,2020-08-06,2020-08-06,"user_1","user_1"
1406,NA,1406,6,2018-08-17,2018-08-17,"user_1","user_1"
1407,NA,1407,3,2019-02-13,2019-02-13,"user_1","user_1"
1408,NA,1408,1,2019-08-12,2019-08-12,"user_1","user_1"
1409,NA,1409,4,2020-02-08,2020-02-08,"user_1","user_1"
1410,NA,1410,2,2020-08-06,2020-08-06,"user_1","user_1"
1411,NA,1411,1,2018-08-17,2018-08-17,"user_1","user_1"
1412,NA,1412,6,2019-02-13,2019-02-13,"user_1","user_1"
1413,NA,1413,2,2019-08-12,2019-08-12,"user_1","user_1"
1414,NA,1414,4,2020-02-08,2020-02-08,"user_1","user_1"
1415,NA,1415,1,2020-08-06,2020-08-06,"user_1","user_1"
1416,NA,1416,4,2018-08-17,2018-08-17,"user_1","user_1"
1417,NA,1417,1,2019-02-13,2019-02-13,"user_1","user_1"
1418,NA,1418,6,2019-08-12,2019-08-12,"user_1","user_1"
1419,NA,1419,2,2020-02-08,2020-02-08,"user_1","user_1"
1420,NA,1420,6,2020-08-06,2020-08-06,"user_1","user_1"
1421,NA,1421,5,2018-08-17,2018-08-17,"user_1","user_1"
1422,NA,1422,6,2019-02-13,2019-02-13,"user_1","user_1"
1423,NA,1423,3,2019-08-12,2019-08-12,"user_1","user_1"
1424,NA,1424,1,2020-02-08,2020-02-08,"user_1","user_1"
1425,NA,1425,1,2020-08-06,2020-08-06,"user_1","user_1"
1426,NA,1426,5,2018-08-17,2018-08-17,"user_1","user_1"
1427,NA,1427,6,2019-02-13,2019-02-13,"user_1","user_1"
1428,NA,1428,1,2019-08-12,2019-08-12,"user_1","user_1"
1429,NA,1429,2,2020-02-08,2020-02-08,"user_1","user_1"
1430,NA,1430,3,2020-08-06,2020-08-06,"user_1","user_1"
1431,NA,1431,6,2018-08-17,2018-08-17,"user_1","user_1"
1432,NA,1432,2,2019-02-13,2019-02-13,"user_1","user_1"
1433,NA,1433,1,2019-08-12,2019-08-12,"user_1","user_1"
1434,NA,1434,3,2020-02-08,2020-02-08,"user_1","user_1"
1435,NA,1435,4,2020-08-06,2020-08-06,"user_1","user_1"
1436,NA,1436,4,2018-08-17,2018-08-17,"user_1","user_1"
1437,NA,1437,5,2019-02-13,2019-02-13,"user_1","user_1"
1438,NA,1438,4,2019-08-12,2019-08-12,"user_1","user_1"
1439,NA,1439,4,2020-02-08,2020-02-08,"user_1","user_1"
1440,NA,1440,2,2020-08-06,2020-08-06,"user_1","user_1"
1441,NA,1441,2,2018-08-17,2018-08-17,"user_1","user_1"
1442,NA,1442,6,2019-02-13,2019-02-13,"user_1","user_1"
1443,NA,1443,5,2019-08-12,2019-08-12,"user_1","user_1"
1444,NA,1444,2,2020-02-08,2020-02-08,"user_1","user_1"
1445,NA,1445,5,2020-08-06,2020-08-06,"user_1","user_1"
1446,NA,1446,2,2018-08-17,2018-08-17,"user_1","user_1"
1447,NA,1447,5,2019-02-13,2019-02-13,"user_1","user_1"
1448,NA,1448,2,2019-08-12,2019-08-12,"user_1","user_1"
1449,NA,1449,3,2020-02-08,2020-02-08,"user_1","user_1"
1450,NA,1450,1,2020-08-06,2020-08-06,"user_1","user_1"
1451,NA,1451,1,2018-08-17,2018-08-17,"user_1","user_1"
1452,NA,1452,3,2019-02-13,2019-02-13,"user_1","user_1"
1453,NA,1453,2,2019-08-12,2019-08-12,"user_1","user_1"
1454,NA,1454,4,2020-02-08,2020-02-08,"user_1","user_1"
1455,NA,1455,2,2020-08-06,2020-08-06,"user_1","user_1"
1456,NA,1456,1,2018-08-17,2018-08-17,"user_1","user_1"
1457,NA,1457,1,2019-02-13,2019-02-13,"user_1","user_1"
1458,NA,1458,4,2019-08-12,2019-08-12,"user_1","user_1"
1459,NA,1459,5,2020-02-08,2020-02-08,"user_1","user_1"
1460,NA,1460,5,2020-08-06,2020-08-06,"user_1","user_1"
1461,NA,1461,1,2018-08-17,2018-08-17,"user_1","user_1"
1462,NA,1462,5,2019-02-13,2019-02-13,"user_1","user_1"
1463,NA,1463,5,2019-08-12,2019-08-12,"user_1","user_1"
1464,NA,1464,4,2020-02-08,2020-02-08,"user_1","user_1"
1465,NA,1465,6,2020-08-06,2020-08-06,"user_1","user_1"
1466,NA,1466,4,2018-08-17,2018-08-17,"user_1","user_1"
1467,NA,1467,6,2019-02-13,2019-02-13,"user_1","user_1"
1468,NA,1468,2,2019-08-12,2019-08-12,"user_1","user_1"
1469,NA,1469,1,2020-02-08,2020-02-08,"user_1","user_1"
1470,NA,1470,1,2020-08-06,2020-08-06,"user_1","user_1"
1471,NA,1471,6,2018-08-17,2018-08-17,"user_1","user_1"
1472,NA,1472,1,2019-02-13,2019-02-13,"user_1","user_1"
1473,NA,1473,3,2019-08-12,2019-08-12,"user_1","user_1"
1474,NA,1474,5,2020-02-08,2020-02-08,"user_1","user_1"
1475,NA,1475,3,2020-08-06,2020-08-06,"user_1","user_1"
1476,NA,1476,4,2018-08-17,2018-08-17,"user_1","user_1"
1477,NA,1477,6,2019-02-13,2019-02-13,"user_1","user_1"
1478,NA,1478,1,2019-08-12,2019-08-12,"user_1","user_1"
1479,NA,1479,5,2020-02-08,2020-02-08,"user_1","user_1"
1480,NA,1480,2,2020-08-06,2020-08-06,"user_1","user_1"
1481,NA,1481,1,2018-08-17,2018-08-17,"user_1","user_1"
1482,NA,1482,4,2019-02-13,2019-02-13,"user_1","user_1"
1483,NA,1483,6,2019-08-12,2019-08-12,"user_1","user_1"
1484,NA,1484,2,2020-02-08,2020-02-08,"user_1","user_1"
1485,NA,1485,1,2020-08-06,2020-08-06,"user_1","user_1"
1486,NA,1486,6,2018-08-17,2018-08-17,"user_1","user_1"
1487,NA,1487,1,2019-02-13,2019-02-13,"user_1","user_1"
1488,NA,1488,3,2019-08-12,2019-08-12,"user_1","user_1"
1489,NA,1489,5,2020-02-08,2020-02-08,"user_1","user_1"
1490,NA,1490,4,2020-08-06,2020-08-06,"user_1","user_1"
1491,NA,1491,5,2018-08-17,2018-08-17,"user_1","user_1"
1492,NA,1492,4,2019-02-13,2019-02-13,"user_1","user_1"
1493,NA,1493,6,2019-08-12,2019-08-12,"user_1","user_1"
1494,NA,1494,1,2020-02-08,2020-02-08,"user_1","user_1"
1495,NA,1495,2,2020-08-06,2020-08-06,"user_1","user_1"
1496,NA,1496,5,2018-08-17,2018-08-17,"user_1","user_1"
1497,NA,1497,6,2019-02-13,2019-02-13,"user_1","user_1"
1498,NA,1498,5,2019-08-12,2019-08-12,"user_1","user_1"
1499,NA,1499,3,2020-02-08,2020-02-08,"user_1","user_1"
1500,NA,1500,6,2020-08-06,2020-08-06,"user_1","user_1"
1501,NA,1501,4,2018-08-17,2018-08-17,"user_1","user_1"
1502,NA,1502,6,2019-02-13,2019-02-13,"user_1","user_1"
1503,NA,1503,3,2019-08-12,2019-08-12,"user_1","user_1"
1504,NA,1504,6,2020-02-08,2020-02-08,"user_1","user_1"
1505,NA,1505,5,2020-08-06,2020-08-06,"user_1","user_1"
1506,NA,1506,4,2018-08-17,2018-08-17,"user_1","user_1"
1507,NA,1507,5,2019-02-13,2019-02-13,"user_1","user_1"
1508,NA,1508,1,2019-08-12,2019-08-12,"user_1","user_1"
1509,NA,1509,2,2020-02-08,2020-02-08,"user_1","user_1"
1510,NA,1510,4,2020-08-06,2020-08-06,"user_1","user_1"
1511,NA,1511,1,2018-08-17,2018-08-17,"user_1","user_1"
1512,NA,1512,5,2019-02-13,2019-02-13,"user_1","user_1"
1513,NA,1513,5,2019-08-12,2019-08-12,"user_1","user_1"
1514,NA,1514,3,2020-02-08,2020-02-08,"user_1","user_1"
1515,NA,1515,3,2020-08-06,2020-08-06,"user_1","user_1"
1516,NA,1516,5,2018-08-17,2018-08-17,"user_1","user_1"
1517,NA,1517,5,2019-02-13,2019-02-13,"user_1","user_1"
1518,NA,1518,5,2019-08-12,2019-08-12,"user_1","user_1"
1519,NA,1519,1,2020-02-08,2020-02-08,"user_1","user_1"
1520,NA,1520,4,2020-08-06,2020-08-06,"user_1","user_1"
1521,NA,1521,2,2018-08-17,2018-08-17,"user_1","user_1"
1522,NA,1522,2,2019-02-13,2019-02-13,"user_1","user_1"
1523,NA,1523,2,2019-08-12,2019-08-12,"user_1","user_1"
1524,NA,1524,4,2020-02-08,2020-02-08,"user_1","user_1"
1525,NA,1525,6,2020-08-06,2020-08-06,"user_1","user_1"
1526,NA,1526,3,2018-08-17,2018-08-17,"user_1","user_1"
1527,NA,1527,2,2019-02-13,2019-02-13,"user_1","user_1"
1528,NA,1528,3,2019-08-12,2019-08-12,"user_1","user_1"
1529,NA,1529,5,2020-02-08,2020-02-08,"user_1","user_1"
1530,NA,1530,1,2020-08-06,2020-08-06,"user_1","user_1"
1531,NA,1531,3,2018-08-17,2018-08-17,"user_1","user_1"
1532,NA,1532,4,2019-02-13,2019-02-13,"user_1","user_1"
1533,NA,1533,3,2019-08-12,2019-08-12,"user_1","user_1"
1534,NA,1534,1,2020-02-08,2020-02-08,"user_1","user_1"
1535,NA,1535,1,2020-08-06,2020-08-06,"user_1","user_1"
1536,NA,1536,5,2018-08-17,2018-08-17,"user_1","user_1"
1537,NA,1537,1,2019-02-13,2019-02-13,"user_1","user_1"
1538,NA,1538,6,2019-08-12,2019-08-12,"user_1","user_1"
1539,NA,1539,1,2020-02-08,2020-02-08,"user_1","user_1"
1540,NA,1540,2,2020-08-06,2020-08-06,"user_1","user_1"
1541,NA,1541,1,2018-08-17,2018-08-17,"user_1","user_1"
1542,NA,1542,2,2019-02-13,2019-02-13,"user_1","user_1"
1543,NA,1543,6,2019-08-12,2019-08-12,"user_1","user_1"
1544,NA,1544,4,2020-02-08,2020-02-08,"user_1","user_1"
1545,NA,1545,1,2020-08-06,2020-08-06,"user_1","user_1"
1546,NA,1546,5,2018-08-17,2018-08-17,"user_1","user_1"
1547,NA,1547,5,2019-02-13,2019-02-13,"user_1","user_1"
1548,NA,1548,3,2019-08-12,2019-08-12,"user_1","user_1"
1549,NA,1549,1,2020-02-08,2020-02-08,"user_1","user_1"
1550,NA,1550,3,2020-08-06,2020-08-06,"user_1","user_1"
1551,NA,1551,4,2018-08-17,2018-08-17,"user_1","user_1"
1552,NA,1552,3,2019-02-13,2019-02-13,"user_1","user_1"
1553,NA,1553,4,2019-08-12,2019-08-12,"user_1","user_1"
1554,NA,1554,4,2020-02-08,2020-02-08,"user_1","user_1"
1555,NA,1555,6,2020-08-06,2020-08-06,"user_1","user_1"
1556,NA,1556,3,2018-08-17,2018-08-17,"user_1","user_1"
1557,NA,1557,2,2019-02-13,2019-02-13,"user_1","user_1"
1558,NA,1558,4,2019-08-12,2019-08-12,"user_1","user_1"
1559,NA,1559,2,2020-02-08,2020-02-08,"user_1","user_1"
1560,NA,1560,6,2020-08-06,2020-08-06,"user_1","user_1"
1561,NA,1561,2,2018-08-17,2018-08-17,"user_1","user_1"
1562,NA,1562,4,2019-02-13,2019-02-13,"user_1","user_1"
1563,NA,1563,5,2019-08-12,2019-08-12,"user_1","user_1"
1564,NA,1564,5,2020-02-08,2020-02-08,"user_1","user_1"
1565,NA,1565,5,2020-08-06,2020-08-06,"user_1","user_1"
1566,NA,1566,1,2018-08-17,2018-08-17,"user_1","user_1"
1567,NA,1567,6,2019-02-13,2019-02-13,"user_1","user_1"
1568,NA,1568,5,2019-08-12,2019-08-12,"user_1","user_1"
1569,NA,1569,1,2020-02-08,2020-02-08,"user_1","user_1"
1570,NA,1570,4,2020-08-06,2020-08-06,"user_1","user_1"
1571,NA,1571,4,2018-08-17,2018-08-17,"user_1","user_1"
1572,NA,1572,4,2019-02-13,2019-02-13,"user_1","user_1"
1573,NA,1573,4,2019-08-12,2019-08-12,"user_1","user_1"
1574,NA,1574,2,2020-02-08,2020-02-08,"user_1","user_1"
1575,NA,1575,6,2020-08-06,2020-08-06,"user_1","user_1"
1576,NA,1576,4,2018-08-17,2018-08-17,"user_1","user_1"
1577,NA,1577,3,2019-02-13,2019-02-13,"user_1","user_1"
1578,NA,1578,2,2019-08-12,2019-08-12,"user_1","user_1"
1579,NA,1579,1,2020-02-08,2020-02-08,"user_1","user_1"
1580,NA,1580,3,2020-08-06,2020-08-06,"user_1","user_1"
1581,NA,1581,4,2018-08-17,2018-08-17,"user_1","user_1"
1582,NA,1582,3,2019-02-13,2019-02-13,"user_1","user_1"
1583,NA,1583,5,2019-08-12,2019-08-12,"user_1","user_1"
1584,NA,1584,6,2020-02-08,2020-02-08,"user_1","user_1"
1585,NA,1585,2,2020-08-06,2020-08-06,"user_1","user_1"
1586,NA,1586,6,2018-08-17,2018-08-17,"user_1","user_1"
1587,NA,1587,5,2019-02-13,2019-02-13,"user_1","user_1"
1588,NA,1588,4,2019-08-12,2019-08-12,"user_1","user_1"
1589,NA,1589,3,2020-02-08,2020-02-08,"user_1","user_1"
1590,NA,1590,3,2020-08-06,2020-08-06,"user_1","user_1"
1591,NA,1591,1,2018-08-17,2018-08-17,"user_1","user_1"
1592,NA,1592,4,2019-02-13,2019-02-13,"user_1","user_1"
1593,NA,1593,3,2019-08-12,2019-08-12,"user_1","user_1"
1594,NA,1594,3,2020-02-08,2020-02-08,"user_1","user_1"
1595,NA,1595,2,2020-08-06,2020-08-06,"user_1","user_1"
1596,NA,1596,2,2018-08-17,2018-08-17,"user_1","user_1"
1597,NA,1597,3,2019-02-13,2019-02-13,"user_1","user_1"
1598,NA,1598,1,2019-08-12,2019-08-12,"user_1","user_1"
1599,NA,1599,2,2020-02-08,2020-02-08,"user_1","user_1"
1600,NA,1600,3,2020-08-06,2020-08-06,"user_1","user_1"
1601,NA,1601,2,2018-08-17,2018-08-17,"user_1","user_1"
1602,NA,1602,4,2019-02-13,2019-02-13,"user_1","user_1"
1603,NA,1603,6,2019-08-12,2019-08-12,"user_1","user_1"
1604,NA,1604,1,2020-02-08,2020-02-08,"user_1","user_1"
1605,NA,1605,6,2020-08-06,2020-08-06,"user_1","user_1"
1606,NA,1606,3,2018-08-17,2018-08-17,"user_1","user_1"
1607,NA,1607,2,2019-02-13,2019-02-13,"user_1","user_1"
1608,NA,1608,3,2019-08-12,2019-08-12,"user_1","user_1"
1609,NA,1609,3,2020-02-08,2020-02-08,"user_1","user_1"
1610,NA,1610,5,2020-08-06,2020-08-06,"user_1","user_1"
1611,NA,1611,6,2018-08-17,2018-08-17,"user_1","user_1"
1612,NA,1612,3,2019-02-13,2019-02-13,"user_1","user_1"
1613,NA,1613,3,2019-08-12,2019-08-12,"user_1","user_1"
1614,NA,1614,4,2020-02-08,2020-02-08,"user_1","user_1"
1615,NA,1615,6,2020-08-06,2020-08-06,"user_1","user_1"
1616,NA,1616,2,2018-08-17,2018-08-17,"user_1","user_1"
1617,NA,1617,5,2019-02-13,2019-02-13,"user_1","user_1"
1618,NA,1618,3,2019-08-12,2019-08-12,"user_1","user_1"
1619,NA,1619,4,2020-02-08,2020-02-08,"user_1","user_1"
1620,NA,1620,1,2020-08-06,2020-08-06,"user_1","user_1"
1621,NA,1621,5,2018-08-17,2018-08-17,"user_1","user_1"
1622,NA,1622,4,2019-02-13,2019-02-13,"user_1","user_1"
1623,NA,1623,4,2019-08-12,2019-08-12,"user_1","user_1"
1624,NA,1624,2,2020-02-08,2020-02-08,"user_1","user_1"
1625,NA,1625,3,2020-08-06,2020-08-06,"user_1","user_1"
1626,NA,1626,4,2018-08-17,2018-08-17,"user_1","user_1"
1627,NA,1627,6,2019-02-13,2019-02-13,"user_1","user_1"
1628,NA,1628,2,2019-08-12,2019-08-12,"user_1","user_1"
1629,NA,1629,5,2020-02-08,2020-02-08,"user_1","user_1"
1630,NA,1630,2,2020-08-06,2020-08-06,"user_1","user_1"
1631,NA,1631,5,2018-08-17,2018-08-17,"user_1","user_1"
1632,NA,1632,6,2019-02-13,2019-02-13,"user_1","user_1"
1633,NA,1633,3,2019-08-12,2019-08-12,"user_1","user_1"
1634,NA,1634,1,2020-02-08,2020-02-08,"user_1","user_1"
1635,NA,1635,4,2020-08-06,2020-08-06,"user_1","user_1"
1636,NA,1636,6,2018-08-17,2018-08-17,"user_1","user_1"
1637,NA,1637,4,2019-02-13,2019-02-13,"user_1","user_1"
1638,NA,1638,1,2019-08-12,2019-08-12,"user_1","user_1"
1639,NA,1639,2,2020-02-08,2020-02-08,"user_1","user_1"
1640,NA,1640,2,2020-08-06,2020-08-06,"user_1","user_1"
1641,NA,1641,5,2018-08-17,2018-08-17,"user_1","user_1"
1642,NA,1642,4,2019-02-13,2019-02-13,"user_1","user_1"
1643,NA,1643,5,2019-08-12,2019-08-12,"user_1","user_1"
1644,NA,1644,5,2020-02-08,2020-02-08,"user_1","user_1"
1645,NA,1645,2,2020-08-06,2020-08-06,"user_1","user_1"
1646,NA,1646,5,2018-08-17,2018-08-17,"user_1","user_1"
1647,NA,1647,3,2019-02-13,2019-02-13,"user_1","user_1"
1648,NA,1648,6,2019-08-12,2019-08-12,"user_1","user_1"
1649,NA,1649,1,2020-02-08,2020-02-08,"user_1","user_1"
1650,NA,1650,3,2020-08-06,2020-08-06,"user_1","user_1"
1651,NA,1651,2,2018-08-17,2018-08-17,"user_1","user_1"
1652,NA,1652,2,2019-02-13,2019-02-13,"user_1","user_1"
1653,NA,1653,6,2019-08-12,2019-08-12,"user_1","user_1"
1654,NA,1654,6,2020-02-08,2020-02-08,"user_1","user_1"
1655,NA,1655,6,2020-08-06,2020-08-06,"user_1","user_1"
1656,NA,1656,6,2018-08-17,2018-08-17,"user_1","user_1"
1657,NA,1657,5,2019-02-13,2019-02-13,"user_1","user_1"
1658,NA,1658,4,2019-08-12,2019-08-12,"user_1","user_1"
1659,NA,1659,1,2020-02-08,2020-02-08,"user_1","user_1"
1660,NA,1660,3,2020-08-06,2020-08-06,"user_1","user_1"
1661,NA,1661,1,2018-08-17,2018-08-17,"user_1","user_1"
1662,NA,1662,4,2019-02-13,2019-02-13,"user_1","user_1"
1663,NA,1663,1,2019-08-12,2019-08-12,"user_1","user_1"
1664,NA,1664,3,2020-02-08,2020-02-08,"user_1","user_1"
1665,NA,1665,3,2020-08-06,2020-08-06,"user_1","user_1"
1666,NA,1666,3,2018-08-17,2018-08-17,"user_1","user_1"
1667,NA,1667,6,2019-02-13,2019-02-13,"user_1","user_1"
1668,NA,1668,4,2019-08-12,2019-08-12,"user_1","user_1"
1669,NA,1669,5,2020-02-08,2020-02-08,"user_1","user_1"
1670,NA,1670,5,2020-08-06,2020-08-06,"user_1","user_1"
1671,NA,1671,2,2018-08-17,2018-08-17,"user_1","user_1"
1672,NA,1672,3,2019-02-13,2019-02-13,"user_1","user_1"
1673,NA,1673,5,2019-08-12,2019-08-12,"user_1","user_1"
1674,NA,1674,1,2020-02-08,2020-02-08,"user_1","user_1"
1675,NA,1675,2,2020-08-06,2020-08-06,"user_1","user_1"
1676,NA,1676,4,2018-08-17,2018-08-17,"user_1","user_1"
1677,NA,1677,3,2019-02-13,2019-02-13,"user_1","user_1"
1678,NA,1678,6,2019-08-12,2019-08-12,"user_1","user_1"
1679,NA,1679,6,2020-02-08,2020-02-08,"user_1","user_1"
1680,NA,1680,6,2020-08-06,2020-08-06,"user_1","user_1"
1681,NA,1681,2,2018-08-17,2018-08-17,"user_1","user_1"
1682,NA,1682,1,2019-02-13,2019-02-13,"user_1","user_1"
1683,NA,1683,5,2019-08-12,2019-08-12,"user_1","user_1"
1684,NA,1684,6,2020-02-08,2020-02-08,"user_1","user_1"
1685,NA,1685,1,2020-08-06,2020-08-06,"user_1","user_1"
1686,NA,1686,5,2018-08-17,2018-08-17,"user_1","user_1"
1687,NA,1687,6,2019-02-13,2019-02-13,"user_1","user_1"
1688,NA,1688,6,2019-08-12,2019-08-12,"user_1","user_1"
1689,NA,1689,5,2020-02-08,2020-02-08,"user_1","user_1"
1690,NA,1690,3,2020-08-06,2020-08-06,"user_1","user_1"
1691,NA,1691,6,2018-08-17,2018-08-17,"user_1","user_1"
1692,NA,1692,3,2019-02-13,2019-02-13,"user_1","user_1"
1693,NA,1693,3,2019-08-12,2019-08-12,"user_1","user_1"
1694,NA,1694,2,2020-02-08,2020-02-08,"user_1","user_1"
1695,NA,1695,2,2020-08-06,2020-08-06,"user_1","user_1"
1696,NA,1696,5,2018-08-17,2018-08-17,"user_1","user_1"
1697,NA,1697,2,2019-02-13,2019-02-13,"user_1","user_1"
1698,NA,1698,1,2019-08-12,2019-08-12,"user_1","user_1"
1699,NA,1699,1,2020-02-08,2020-02-08,"user_1","user_1"
1700,NA,1700,4,2020-08-06,2020-08-06,"user_1","user_1"
1701,NA,1701,5,2018-08-17,2018-08-17,"user_1","user_1"
1702,NA,1702,1,2019-02-13,2019-02-13,"user_1","user_1"
1703,NA,1703,1,2019-08-12,2019-08-12,"user_1","user_1"
1704,NA,1704,2,2020-02-08,2020-02-08,"user_1","user_1"
1705,NA,1705,2,2020-08-06,2020-08-06,"user_1","user_1"
1706,NA,1706,4,2018-08-17,2018-08-17,"user_1","user_1"
1707,NA,1707,4,2019-02-13,2019-02-13,"user_1","user_1"
1708,NA,1708,6,2019-08-12,2019-08-12,"user_1","user_1"
1709,NA,1709,6,2020-02-08,2020-02-08,"user_1","user_1"
1710,NA,1710,4,2020-08-06,2020-08-06,"user_1","user_1"
1711,NA,1711,5,2018-08-17,2018-08-17,"user_1","user_1"
1712,NA,1712,2,2019-02-13,2019-02-13,"user_1","user_1"
1713,NA,1713,1,2019-08-12,2019-08-12,"user_1","user_1"
1714,NA,1714,3,2020-02-08,2020-02-08,"user_1","user_1"
1715,NA,1715,3,2020-08-06,2020-08-06,"user_1","user_1"
1716,NA,1716,2,2018-08-17,2018-08-17,"user_1","user_1"
1717,NA,1717,2,2019-02-13,2019-02-13,"user_1","user_1"
1718,NA,1718,2,2019-08-12,2019-08-12,"user_1","user_1"
1719,NA,1719,3,2020-02-08,2020-02-08,"user_1","user_1"
1720,NA,1720,6,2020-08-06,2020-08-06,"user_1","user_1"
1721,NA,1721,3,2018-08-17,2018-08-17,"user_1","user_1"
1722,NA,1722,5,2019-02-13,2019-02-13,"user_1","user_1"
1723,NA,1723,3,2019-08-12,2019-08-12,"user_1","user_1"
1724,NA,1724,6,2020-02-08,2020-02-08,"user_1","user_1"
1725,NA,1725,1,2020-08-06,2020-08-06,"user_1","user_1"
1726,NA,1726,5,2018-08-17,2018-08-17,"user_1","user_1"
1727,NA,1727,6,2019-02-13,2019-02-13,"user_1","user_1"
1728,NA,1728,1,2019-08-12,2019-08-12,"user_1","user_1"
1729,NA,1729,5,2020-02-08,2020-02-08,"user_1","user_1"
1730,NA,1730,4,2020-08-06,2020-08-06,"user_1","user_1"
1731,NA,1731,5,2018-08-17,2018-08-17,"user_1","user_1"
1732,NA,1732,3,2019-02-13,2019-02-13,"user_1","user_1"
1733,NA,1733,6,2019-08-12,2019-08-12,"user_1","user_1"
1734,NA,1734,4,2020-02-08,2020-02-08,"user_1","user_1"
1735,NA,1735,5,2020-08-06,2020-08-06,"user_1","user_1"
1736,NA,1736,6,2018-08-17,2018-08-17,"user_1","user_1"
1737,NA,1737,5,2019-02-13,2019-02-13,"user_1","user_1"
1738,NA,1738,5,2019-08-12,2019-08-12,"user_1","user_1"
1739,NA,1739,3,2020-02-08,2020-02-08,"user_1","user_1"
1740,NA,1740,5,2020-08-06,2020-08-06,"user_1","user_1"
1741,NA,1741,2,2018-08-17,2018-08-17,"user_1","user_1"
1742,NA,1742,2,2019-02-13,2019-02-13,"user_1","user_1"
1743,NA,1743,6,2019-08-12,2019-08-12,"user_1","user_1"
1744,NA,1744,3,2020-02-08,2020-02-08,"user_1","user_1"
