"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
1652,"A","B","H","A-B-A-1652",5,2020-08-06,2020-08-06,"user_1","user_1"
1653,"A","C","I","A-C-A-1653",3,2019-08-12,2019-08-12,"user_1","user_1"
1654,"A","D","J","A-D-A-1654",3,2019-08-12,2019-08-12,"user_1","user_1"
1655,"A","E","K","A-E-A-1655",4,2020-02-08,2020-02-08,"user_1","user_1"
1656,"A","F","L","A-F-A-1656",5,2020-08-06,2020-08-06,"user_1","user_1"
1657,"A","A","A","A-A-A-1657",6,2021-02-02,2021-02-02,"user_1","user_1"
1658,"A","B","B","A-B-A-1658",5,2020-08-06,2020-08-06,"user_1","user_1"
1659,"A","C","C","A-C-A-1659",3,2019-08-12,2019-08-12,"user_1","user_1"
1660,"A","D","D","A-D-A-1660",3,2019-08-12,2019-08-12,"user_1","user_1"
1661,"A","E","E","A-E-A-1661",4,2020-02-08,2020-02-08,"user_1","user_1"
1662,"A","F","F","A-F-A-1662",5,2020-08-06,2020-08-06,"user_1","user_1"
1663,"A","A","G","A-A-A-1663",6,2021-02-02,2021-02-02,"user_1","user_1"
1664,"A","B","H","A-B-A-1664",5,2020-08-06,2020-08-06,"user_1","user_1"
1665,"A","C","I","A-C-A-1665",3,2019-08-12,2019-08-12,"user_1","user_1"
1666,"A","D","J","A-D-A-1666",3,2019-08-12,2019-08-12,"user_1","user_1"
1667,"A","E","K","A-E-A-1667",4,2020-02-08,2020-02-08,"user_1","user_1"
1668,"A","F","L","A-F-A-1668",5,2020-08-06,2020-08-06,"user_1","user_1"
1669,"A","A","A","A-A-A-1669",6,2021-02-02,2021-02-02,"user_1","user_1"
1670,"A","B","B","A-B-A-1670",5,2020-08-06,2020-08-06,"user_1","user_1"
1671,"A","C","C","A-C-A-1671",3,2019-08-12,2019-08-12,"user_1","user_1"
1672,"A","D","D","A-D-A-1672",3,2019-08-12,2019-08-12,"user_1","user_1"
1673,"A","E","E","A-E-A-1673",4,2020-02-08,2020-02-08,"user_1","user_1"
1674,"A","F","F","A-F-A-1674",5,2020-08-06,2020-08-06,"user_1","user_1"
1675,"A","A","G","A-A-A-1675",6,2021-02-02,2021-02-02,"user_1","user_1"
1676,"A","B","H","A-B-A-1676",5,2020-08-06,2020-08-06,"user_1","user_1"
1677,"A","C","I","A-C-A-1677",3,2019-08-12,2019-08-12,"user_1","user_1"
1678,"A","D","J","A-D-A-1678",3,2019-08-12,2019-08-12,"user_1","user_1"
1679,"A","E","K","A-E-A-1679",4,2020-02-08,2020-02-08,"user_1","user_1"
1680,"A","F","L","A-F-A-1680",5,2020-08-06,2020-08-06,"user_1","user_1"
1681,"A","A","A","A-A-A-1681",6,2021-02-02,2021-02-02,"user_1","user_1"
1682,"A","B","B","A-B-A-1682",5,2020-08-06,2020-08-06,"user_1","user_1"
1683,"A","C","C","A-C-A-1683",3,2019-08-12,2019-08-12,"user_1","user_1"
1684,"A","D","D","A-D-A-1684",3,2019-08-12,2019-08-12,"user_1","user_1"
1685,"A","E","E","A-E-A-1685",4,2020-02-08,2020-02-08,"user_1","user_1"
1686,"A","F","F","A-F-A-1686",5,2020-08-06,2020-08-06,"user_1","user_1"
1687,"A","A","G","A-A-A-1687",6,2021-02-02,2021-02-02,"user_1","user_1"
1688,"A","B","H","A-B-A-1688",5,2020-08-06,2020-08-06,"user_1","user_1"
1689,"A","C","I","A-C-A-1689",3,2019-08-12,2019-08-12,"user_1","user_1"
1690,"A","D","J","A-D-A-1690",3,2019-08-12,2019-08-12,"user_1","user_1"
1691,"A","E","K","A-E-A-1691",4,2020-02-08,2020-02-08,"user_1","user_1"
1692,"A","F","L","A-F-A-1692",5,2020-08-06,2020-08-06,"user_1","user_1"
1693,"A","A","A","A-A-A-1693",6,2021-02-02,2021-02-02,"user_1","user_1"
1694,"A","B","B","A-B-A-1694",5,2020-08-06,2020-08-06,"user_1","user_1"
1695,"A","C","C","A-C-A-1695",3,2019-08-12,2019-08-12,"user_1","user_1"
1696,"A","D","D","A-D-A-1696",3,2019-08-12,2019-08-12,"user_1","user_1"
1697,"A","E","E","A-E-A-1697",4,2020-02-08,2020-02-08,"user_1","user_1"
1698,"A","F","F","A-F-A-1698",5,2020-08-06,2020-08-06,"user_1","user_1"
1699,"A","A","G","A-A-A-1699",6,2021-02-02,2021-02-02,"user_1","user_1"
1700,"A","B","H","A-B-A-1700",5,2020-08-06,2020-08-06,"user_1","user_1"
1701,"A","C","I","A-C-A-1701",3,2019-08-12,2019-08-12,"user_1","user_1"
1702,"A","D","J","A-D-A-1702",3,2019-08-12,2019-08-12,"user_1","user_1"
1703,"A","E","K","A-E-A-1703",4,2020-02-08,2020-02-08,"user_1","user_1"
1704,"A","F","L","A-F-A-1704",5,2020-08-06,2020-08-06,"user_1","user_1"
1705,"A","A","A","A-A-A-1705",6,2021-02-02,2021-02-02,"user_1","user_1"
1706,"A","B","B","A-B-A-1706",5,2020-08-06,2020-08-06,"user_1","user_1"
1707,"A","C","C","A-C-A-1707",3,2019-08-12,2019-08-12,"user_1","user_1"
1708,"A","D","D","A-D-A-1708",3,2019-08-12,2019-08-12,"user_1","user_1"
1709,"A","E","E","A-E-A-1709",4,2020-02-08,2020-02-08,"user_1","user_1"
1710,"A","F","F","A-F-A-1710",5,2020-08-06,2020-08-06,"user_1","user_1"
1711,"A","A","G","A-A-A-1711",6,2021-02-02,2021-02-02,"user_1","user_1"
1712,"A","B","H","A-B-A-1712",5,2020-08-06,2020-08-06,"user_1","user_1"
1713,"A","C","I","A-C-A-1713",3,2019-08-12,2019-08-12,"user_1","user_1"
1714,"A","D","J","A-D-A-1714",3,2019-08-12,2019-08-12,"user_1","user_1"
1715,"A","E","K","A-E-A-1715",4,2020-02-08,2020-02-08,"user_1","user_1"
1716,"A","F","L","A-F-A-1716",5,2020-08-06,2020-08-06,"user_1","user_1"
1717,"A","A","A","A-A-A-1717",6,2021-02-02,2021-02-02,"user_1","user_1"
1718,"A","B","B","A-B-A-1718",5,2020-08-06,2020-08-06,"user_1","user_1"
1719,"A","C","C","A-C-A-1719",3,2019-08-12,2019-08-12,"user_1","user_1"
1720,"A","D","D","A-D-A-1720",3,2019-08-12,2019-08-12,"user_1","user_1"
1721,"A","E","E","A-E-A-1721",4,2020-02-08,2020-02-08,"user_1","user_1"
1722,"A","F","F","A-F-A-1722",5,2020-08-06,2020-08-06,"user_1","user_1"
1723,"A","A","G","A-A-A-1723",6,2021-02-02,2021-02-02,"user_1","user_1"
1724,"A","B","H","A-B-A-1724",5,2020-08-06,2020-08-06,"user_1","user_1"
1725,"A","C","I","A-C-A-1725",3,2019-08-12,2019-08-12,"user_1","user_1"
1726,"A","D","J","A-D-A-1726",3,2019-08-12,2019-08-12,"user_1","user_1"
1727,"A","E","K","A-E-A-1727",4,2020-02-08,2020-02-08,"user_1","user_1"
1728,"A","F","L","A-F-A-1728",5,2020-08-06,2020-08-06,"user_1","user_1"
1729,"A","A","A","A-A-A-1729",6,2021-02-02,2021-02-02,"user_1","user_1"
1730,"A","B","B","A-B-A-1730",5,2020-08-06,2020-08-06,"user_1","user_1"
1731,"A","C","C","A-C-A-1731",3,2019-08-12,2019-08-12,"user_1","user_1"
1732,"A","D","D","A-D-A-1732",3,2019-08-12,2019-08-12,"user_1","user_1"
1733,"A","E","E","A-E-A-1733",4,2020-02-08,2020-02-08,"user_1","user_1"
1734,"A","F","F","A-F-A-1734",5,2020-08-06,2020-08-06,"user_1","user_1"
1735,"A","A","G","A-A-A-1735",6,2021-02-02,2021-02-02,"user_1","user_1"
1736,"A","B","H","A-B-A-1736",5,2020-08-06,2020-08-06,"user_1","user_1"
1737,"A","C","I","A-C-A-1737",3,2019-08-12,2019-08-12,"user_1","user_1"
1738,"A","D","J","A-D-A-1738",3,2019-08-12,2019-08-12,"user_1","user_1"
1739,"A","E","K","A-E-A-1739",4,2020-02-08,2020-02-08,"user_1","user_1"
1740,"A","F","L","A-F-A-1740",5,2020-08-06,2020-08-06,"user_1","user_1"
1741,"A","A","A","A-A-A-1741",6,2021-02-02,2021-02-02,"user_1","user_1"
1742,"A","B","B","A-B-A-1742",5,2020-08-06,2020-08-06,"user_1","user_1"
1743,"A","C","C","A-C-A-1743",3,2019-08-12,2019-08-12,"user_1","user_1"
1744,"A","D","D","A-D-A-1744",3,2019-08-12,2019-08-12,"user_1","user_1"
1745,"A","E","E","A-E-A-1745",4,2020-02-08,2020-02-08,"user_1","user_1"
1746,"A","F","F","A-F-A-1746",5,2020-08-06,2020-08-06,"user_1","user_1"
1747,"A","A","G","A-A-A-1747",6,2021-02-02,2021-02-02,"user_1","user_1"
1748,"A","B","H","A-B-A-1748",5,2020-08-06,2020-08-06,"user_1","user_1"
1749,"A","C","I","A-C-A-1749",3,2019-08-12,2019-08-12,"user_1","user_1"
1750,"A","D","J","A-D-A-1750",3,2019-08-12,2019-08-12,"user_1","user_1"
1751,"A","E","K","A-E-A-1751",4,2020-02-08,2020-02-08,"user_1","user_1"
1752,"A","F","L","A-F-A-1752",5,2020-08-06,2020-08-06,"user_1","user_1"
1753,"A","A","A","A-A-A-1753",6,2021-02-02,2021-02-02,"user_1","user_1"
1754,"A","B","B","A-B-A-1754",5,2020-08-06,2020-08-06,"user_1","user_1"
1755,"A","C","C","A-C-A-1755",3,2019-08-12,2019-08-12,"user_1","user_1"
1756,"A","D","D","A-D-A-1756",3,2019-08-12,2019-08-12,"user_1","user_1"
1757,"A","E","E","A-E-A-1757",4,2020-02-08,2020-02-08,"user_1","user_1"
1758,"A","F","F","A-F-A-1758",5,2020-08-06,2020-08-06,"user_1","user_1"
1759,"A","A","G","A-A-A-1759",6,2021-02-02,2021-02-02,"user_1","user_1"
1760,"A","B","H","A-B-A-1760",5,2020-08-06,2020-08-06,"user_1","user_1"
1761,"A","C","I","A-C-A-1761",3,2019-08-12,2019-08-12,"user_1","user_1"
1762,"A","D","J","A-D-A-1762",3,2019-08-12,2019-08-12,"user_1","user_1"
1763,"A","E","K","A-E-A-1763",4,2020-02-08,2020-02-08,"user_1","user_1"
1764,"A","F","L","A-F-A-1764",5,2020-08-06,2020-08-06,"user_1","user_1"
1765,"A","A","A","A-A-A-1765",6,2021-02-02,2021-02-02,"user_1","user_1"
1766,"A","B","B","A-B-A-1766",5,2020-08-06,2020-08-06,"user_1","user_1"
1767,"A","C","C","A-C-A-1767",3,2019-08-12,2019-08-12,"user_1","user_1"
1768,"A","D","D","A-D-A-1768",3,2019-08-12,2019-08-12,"user_1","user_1"
1769,"A","E","E","A-E-A-1769",4,2020-02-08,2020-02-08,"user_1","user_1"
1770,"A","F","F","A-F-A-1770",5,2020-08-06,2020-08-06,"user_1","user_1"
1771,"A","A","G","A-A-A-1771",6,2021-02-02,2021-02-02,"user_1","user_1"
1772,"A","B","H","A-B-A-1772",5,2020-08-06,2020-08-06,"user_1","user_1"
1773,"A","C","I","A-C-A-1773",3,2019-08-12,2019-08-12,"user_1","user_1"
1774,"A","D","J","A-D-A-1774",3,2019-08-12,2019-08-12,"user_1","user_1"
1775,"A","E","K","A-E-A-1775",4,2020-02-08,2020-02-08,"user_1","user_1"
1776,"A","F","L","A-F-A-1776",5,2020-08-06,2020-08-06,"user_1","user_1"
1777,"A","A","A","A-A-A-1777",6,2021-02-02,2021-02-02,"user_1","user_1"
1778,"A","B","B","A-B-A-1778",5,2020-08-06,2020-08-06,"user_1","user_1"
1779,"A","C","C","A-C-A-1779",3,2019-08-12,2019-08-12,"user_1","user_1"
1780,"A","D","D","A-D-A-1780",3,2019-08-12,2019-08-12,"user_1","user_1"
1781,"A","E","E","A-E-A-1781",4,2020-02-08,2020-02-08,"user_1","user_1"
1782,"A","F","F","A-F-A-1782",5,2020-08-06,2020-08-06,"user_1","user_1"
1783,"A","A","G","A-A-A-1783",6,2021-02-02,2021-02-02,"user_1","user_1"
1784,"A","B","H","A-B-A-1784",5,2020-08-06,2020-08-06,"user_1","user_1"
1785,"A","C","I","A-C-A-1785",3,2019-08-12,2019-08-12,"user_1","user_1"
1786,"A","D","J","A-D-A-1786",3,2019-08-12,2019-08-12,"user_1","user_1"
1787,"A","E","K","A-E-A-1787",4,2020-02-08,2020-02-08,"user_1","user_1"
1788,"A","F","L","A-F-A-1788",5,2020-08-06,2020-08-06,"user_1","user_1"
1789,"A","A","A","A-A-A-1789",6,2021-02-02,2021-02-02,"user_1","user_1"
1790,"A","B","B","A-B-A-1790",5,2020-08-06,2020-08-06,"user_1","user_1"
1791,"A","C","C","A-C-A-1791",3,2019-08-12,2019-08-12,"user_1","user_1"
1792,"A","D","D","A-D-A-1792",3,2019-08-12,2019-08-12,"user_1","user_1"
1793,"A","E","E","A-E-A-1793",4,2020-02-08,2020-02-08,"user_1","user_1"
1794,"A","F","F","A-F-A-1794",5,2020-08-06,2020-08-06,"user_1","user_1"
1795,"A","A","G","A-A-A-1795",6,2021-02-02,2021-02-02,"user_1","user_1"
1796,"A","B","H","A-B-A-1796",5,2020-08-06,2020-08-06,"user_1","user_1"
1797,"A","C","I","A-C-A-1797",3,2019-08-12,2019-08-12,"user_1","user_1"
1798,"A","D","J","A-D-A-1798",3,2019-08-12,2019-08-12,"user_1","user_1"
1799,"A","E","K","A-E-A-1799",4,2020-02-08,2020-02-08,"user_1","user_1"
1800,"A","F","L","A-F-A-1800",5,2020-08-06,2020-08-06,"user_1","user_1"
1801,"A","A","A","A-A-A-1801",6,2021-02-02,2021-02-02,"user_1","user_1"
1802,"A","B","B","A-B-A-1802",5,2020-08-06,2020-08-06,"user_1","user_1"
1803,"A","C","C","A-C-A-1803",3,2019-08-12,2019-08-12,"user_1","user_1"
1804,"A","D","D","A-D-A-1804",3,2019-08-12,2019-08-12,"user_1","user_1"
1805,"A","E","E","A-E-A-1805",4,2020-02-08,2020-02-08,"user_1","user_1"
1806,"A","F","F","A-F-A-1806",5,2020-08-06,2020-08-06,"user_1","user_1"
1807,"A","A","G","A-A-A-1807",6,2021-02-02,2021-02-02,"user_1","user_1"
1808,"A","B","H","A-B-A-1808",5,2020-08-06,2020-08-06,"user_1","user_1"
1809,"A","C","I","A-C-A-1809",3,2019-08-12,2019-08-12,"user_1","user_1"
1810,"A","D","J","A-D-A-1810",3,2019-08-12,2019-08-12,"user_1","user_1"
1811,"A","E","K","A-E-A-1811",4,2020-02-08,2020-02-08,"user_1","user_1"
1812,"A","F","L","A-F-A-1812",5,2020-08-06,2020-08-06,"user_1","user_1"
1813,"A","A","A","A-A-A-1813",6,2021-02-02,2021-02-02,"user_1","user_1"
1814,"A","B","B","A-B-A-1814",5,2020-08-06,2020-08-06,"user_1","user_1"
1815,"A","C","C","A-C-A-1815",3,2019-08-12,2019-08-12,"user_1","user_1"
1816,"A","D","D","A-D-A-1816",3,2019-08-12,2019-08-12,"user_1","user_1"
1817,"A","E","E","A-E-A-1817",4,2020-02-08,2020-02-08,"user_1","user_1"
1818,"A","F","F","A-F-A-1818",5,2020-08-06,2020-08-06,"user_1","user_1"
1819,"A","A","G","A-A-A-1819",6,2021-02-02,2021-02-02,"user_1","user_1"
1820,"A","B","H","A-B-A-1820",5,2020-08-06,2020-08-06,"user_1","user_1"
1821,"A","C","I","A-C-A-1821",3,2019-08-12,2019-08-12,"user_1","user_1"
1822,"A","D","J","A-D-A-1822",3,2019-08-12,2019-08-12,"user_1","user_1"
1823,"A","E","K","A-E-A-1823",4,2020-02-08,2020-02-08,"user_1","user_1"
1824,"A","F","L","A-F-A-1824",5,2020-08-06,2020-08-06,"user_1","user_1"
1825,"A","A","A","A-A-A-1825",6,2021-02-02,2021-02-02,"user_1","user_1"
1826,"A","B","B","A-B-A-1826",5,2020-08-06,2020-08-06,"user_1","user_1"
1827,"A","C","C","A-C-A-1827",3,2019-08-12,2019-08-12,"user_1","user_1"
1828,"A","D","D","A-D-A-1828",3,2019-08-12,2019-08-12,"user_1","user_1"
1829,"A","E","E","A-E-A-1829",4,2020-02-08,2020-02-08,"user_1","user_1"
1830,"A","F","F","A-F-A-1830",5,2020-08-06,2020-08-06,"user_1","user_1"
1831,"A","A","G","A-A-A-1831",6,2021-02-02,2021-02-02,"user_1","user_1"
1832,"A","B","H","A-B-A-1832",5,2020-08-06,2020-08-06,"user_1","user_1"
1833,"A","C","I","A-C-A-1833",3,2019-08-12,2019-08-12,"user_1","user_1"
1834,"A","D","J","A-D-A-1834",3,2019-08-12,2019-08-12,"user_1","user_1"
1835,"A","E","K","A-E-A-1835",4,2020-02-08,2020-02-08,"user_1","user_1"
1836,"A","F","L","A-F-A-1836",5,2020-08-06,2020-08-06,"user_1","user_1"
1837,"A","A","A","A-A-A-1837",6,2021-02-02,2021-02-02,"user_1","user_1"
1838,"A","B","B","A-B-A-1838",5,2020-08-06,2020-08-06,"user_1","user_1"
1839,"A","C","C","A-C-A-1839",3,2019-08-12,2019-08-12,"user_1","user_1"
1840,"A","D","D","A-D-A-1840",3,2019-08-12,2019-08-12,"user_1","user_1"
1841,"A","E","E","A-E-A-1841",4,2020-02-08,2020-02-08,"user_1","user_1"
1842,"A","F","F","A-F-A-1842",5,2020-08-06,2020-08-06,"user_1","user_1"
1843,"A","A","G","A-A-A-1843",6,2021-02-02,2021-02-02,"user_1","user_1"
1844,"A","B","H","A-B-A-1844",5,2020-08-06,2020-08-06,"user_1","user_1"
1845,"A","C","I","A-C-A-1845",3,2019-08-12,2019-08-12,"user_1","user_1"
1846,"A","D","J","A-D-A-1846",3,2019-08-12,2019-08-12,"user_1","user_1"
1847,"A","E","K","A-E-A-1847",4,2020-02-08,2020-02-08,"user_1","user_1"
1848,"A","F","L","A-F-A-1848",5,2020-08-06,2020-08-06,"user_1","user_1"
1849,"A","A","A","A-A-A-1849",6,2021-02-02,2021-02-02,"user_1","user_1"
1850,"A","B","B","A-B-A-1850",5,2020-08-06,2020-08-06,"user_1","user_1"
1851,"A","C","C","A-C-A-1851",3,2019-08-12,2019-08-12,"user_1","user_1"
1852,"A","D","D","A-D-A-1852",3,2019-08-12,2019-08-12,"user_1","user_1"
1853,"A","E","E","A-E-A-1853",4,2020-02-08,2020-02-08,"user_1","user_1"
1854,"A","F","F","A-F-A-1854",5,2020-08-06,2020-08-06,"user_1","user_1"
1855,"A","A","G","A-A-A-1855",6,2021-02-02,2021-02-02,"user_1","user_1"
1856,"A","B","H","A-B-A-1856",5,2020-08-06,2020-08-06,"user_1","user_1"
1857,"A","C","I","A-C-A-1857",3,2019-08-12,2019-08-12,"user_1","user_1"
1858,"A","D","J","A-D-A-1858",3,2019-08-12,2019-08-12,"user_1","user_1"
1859,"A","E","K","A-E-A-1859",4,2020-02-08,2020-02-08,"user_1","user_1"
1860,"A","F","L","A-F-A-1860",5,2020-08-06,2020-08-06,"user_1","user_1"
1861,"A","A","A","A-A-A-1861",6,2021-02-02,2021-02-02,"user_1","user_1"
1862,"A","B","B","A-B-A-1862",5,2020-08-06,2020-08-06,"user_1","user_1"
1863,"A","C","C","A-C-A-1863",3,2019-08-12,2019-08-12,"user_1","user_1"
1864,"A","D","D","A-D-A-1864",3,2019-08-12,2019-08-12,"user_1","user_1"
1865,"A","E","E","A-E-A-1865",4,2020-02-08,2020-02-08,"user_1","user_1"
1866,"A","F","F","A-F-A-1866",5,2020-08-06,2020-08-06,"user_1","user_1"
1867,"A","A","G","A-A-A-1867",6,2021-02-02,2021-02-02,"user_1","user_1"
1868,"A","B","H","A-B-A-1868",5,2020-08-06,2020-08-06,"user_1","user_1"
1869,"A","C","I","A-C-A-1869",3,2019-08-12,2019-08-12,"user_1","user_1"
1870,"A","D","J","A-D-A-1870",3,2019-08-12,2019-08-12,"user_1","user_1"
1871,"A","E","K","A-E-A-1871",4,2020-02-08,2020-02-08,"user_1","user_1"
1872,"A","F","L","A-F-A-1872",5,2020-08-06,2020-08-06,"user_1","user_1"
1873,"A","A","A","A-A-A-1873",6,2021-02-02,2021-02-02,"user_1","user_1"
1874,"A","B","B","A-B-A-1874",5,2020-08-06,2020-08-06,"user_1","user_1"
1875,"A","C","C","A-C-A-1875",3,2019-08-12,2019-08-12,"user_1","user_1"
1876,"A","D","D","A-D-A-1876",3,2019-08-12,2019-08-12,"user_1","user_1"
1877,"A","E","E","A-E-A-1877",4,2020-02-08,2020-02-08,"user_1","user_1"
1878,"A","F","F","A-F-A-1878",5,2020-08-06,2020-08-06,"user_1","user_1"
1879,"A","A","G","A-A-A-1879",6,2021-02-02,2021-02-02,"user_1","user_1"
1880,"A","B","H","A-B-A-1880",5,2020-08-06,2020-08-06,"user_1","user_1"
1881,"A","C","I","A-C-A-1881",3,2019-08-12,2019-08-12,"user_1","user_1"
1882,"A","D","J","A-D-A-1882",3,2019-08-12,2019-08-12,"user_1","user_1"
1883,"A","E","K","A-E-A-1883",4,2020-02-08,2020-02-08,"user_1","user_1"
1884,"A","F","L","A-F-A-1884",5,2020-08-06,2020-08-06,"user_1","user_1"
1885,"A","A","A","A-A-A-1885",6,2021-02-02,2021-02-02,"user_1","user_1"
1886,"A","B","B","A-B-A-1886",5,2020-08-06,2020-08-06,"user_1","user_1"
1887,"A","C","C","A-C-A-1887",3,2019-08-12,2019-08-12,"user_1","user_1"
1888,"A","D","D","A-D-A-1888",3,2019-08-12,2019-08-12,"user_1","user_1"
1889,"A","E","E","A-E-A-1889",4,2020-02-08,2020-02-08,"user_1","user_1"
1890,"A","F","F","A-F-A-1890",5,2020-08-06,2020-08-06,"user_1","user_1"
1891,"A","A","G","A-A-A-1891",6,2021-02-02,2021-02-02,"user_1","user_1"
1892,"A","B","H","A-B-A-1892",5,2020-08-06,2020-08-06,"user_1","user_1"
1893,"A","C","I","A-C-A-1893",3,2019-08-12,2019-08-12,"user_1","user_1"
1894,"A","D","J","A-D-A-1894",3,2019-08-12,2019-08-12,"user_1","user_1"
1895,"A","E","K","A-E-A-1895",4,2020-02-08,2020-02-08,"user_1","user_1"
1896,"A","F","L","A-F-A-1896",5,2020-08-06,2020-08-06,"user_1","user_1"
1897,"A","A","A","A-A-A-1897",6,2021-02-02,2021-02-02,"user_1","user_1"
1898,"A","B","B","A-B-A-1898",5,2020-08-06,2020-08-06,"user_1","user_1"
1899,"A","C","C","A-C-A-1899",3,2019-08-12,2019-08-12,"user_1","user_1"
1900,"A","D","D","A-D-A-1900",3,2019-08-12,2019-08-12,"user_1","user_1"
1901,"A","E","E","A-E-A-1901",4,2020-02-08,2020-02-08,"user_1","user_1"
1902,"A","F","F","A-F-A-1902",5,2020-08-06,2020-08-06,"user_1","user_1"
1903,"A","A","G","A-A-A-1903",6,2021-02-02,2021-02-02,"user_1","user_1"
1904,"A","B","H","A-B-A-1904",5,2020-08-06,2020-08-06,"user_1","user_1"
1905,"A","C","I","A-C-A-1905",3,2019-08-12,2019-08-12,"user_1","user_1"
1906,"A","D","J","A-D-A-1906",3,2019-08-12,2019-08-12,"user_1","user_1"
1907,"A","E","K","A-E-A-1907",4,2020-02-08,2020-02-08,"user_1","user_1"
1908,"A","F","L","A-F-A-1908",5,2020-08-06,2020-08-06,"user_1","user_1"
1909,"A","A","A","A-A-A-1909",6,2021-02-02,2021-02-02,"user_1","user_1"
1910,"A","B","B","A-B-A-1910",5,2020-08-06,2020-08-06,"user_1","user_1"
1911,"A","C","C","A-C-A-1911",3,2019-08-12,2019-08-12,"user_1","user_1"
1912,"A","D","D","A-D-A-1912",3,2019-08-12,2019-08-12,"user_1","user_1"
1913,"A","E","E","A-E-A-1913",4,2020-02-08,2020-02-08,"user_1","user_1"
1914,"A","F","F","A-F-A-1914",5,2020-08-06,2020-08-06,"user_1","user_1"
1915,"A","A","G","A-A-A-1915",6,2021-02-02,2021-02-02,"user_1","user_1"
1916,"A","B","H","A-B-A-1916",5,2020-08-06,2020-08-06,"user_1","user_1"
1917,"A","C","I","A-C-A-1917",3,2019-08-12,2019-08-12,"user_1","user_1"
1918,"A","D","J","A-D-A-1918",3,2019-08-12,2019-08-12,"user_1","user_1"
1919,"A","E","K","A-E-A-1919",4,2020-02-08,2020-02-08,"user_1","user_1"
1920,"A","F","L","A-F-A-1920",5,2020-08-06,2020-08-06,"user_1","user_1"
1921,"A","A","A","A-A-A-1921",6,2021-02-02,2021-02-02,"user_1","user_1"
1922,"A","B","B","A-B-A-1922",5,2020-08-06,2020-08-06,"user_1","user_1"
1923,"A","C","C","A-C-A-1923",3,2019-08-12,2019-08-12,"user_1","user_1"
1924,"A","D","D","A-D-A-1924",3,2019-08-12,2019-08-12,"user_1","user_1"
1925,"A","E","E","A-E-A-1925",4,2020-02-08,2020-02-08,"user_1","user_1"
1926,"A","F","F","A-F-A-1926",5,2020-08-06,2020-08-06,"user_1","user_1"
1927,"A","A","G","A-A-A-1927",6,2021-02-02,2021-02-02,"user_1","user_1"
1928,"A","B","H","A-B-A-1928",5,2020-08-06,2020-08-06,"user_1","user_1"
1929,"A","C","I","A-C-A-1929",3,2019-08-12,2019-08-12,"user_1","user_1"
1930,"A","D","J","A-D-A-1930",3,2019-08-12,2019-08-12,"user_1","user_1"
1931,"A","E","K","A-E-A-1931",4,2020-02-08,2020-02-08,"user_1","user_1"
1932,"A","F","L","A-F-A-1932",5,2020-08-06,2020-08-06,"user_1","user_1"
1933,"A","A","A","A-A-A-1933",6,2021-02-02,2021-02-02,"user_1","user_1"
1934,"A","B","B","A-B-A-1934",5,2020-08-06,2020-08-06,"user_1","user_1"
1935,"A","C","C","A-C-A-1935",3,2019-08-12,2019-08-12,"user_1","user_1"
1936,"A","D","D","A-D-A-1936",3,2019-08-12,2019-08-12,"user_1","user_1"
1937,"A","E","E","A-E-A-1937",4,2020-02-08,2020-02-08,"user_1","user_1"
1938,"A","F","F","A-F-A-1938",5,2020-08-06,2020-08-06,"user_1","user_1"
1939,"A","A","G","A-A-A-1939",6,2021-02-02,2021-02-02,"user_1","user_1"
1940,"A","B","H","A-B-A-1940",5,2020-08-06,2020-08-06,"user_1","user_1"
1941,"A","C","I","A-C-A-1941",3,2019-08-12,2019-08-12,"user_1","user_1"
1942,"A","D","J","A-D-A-1942",3,2019-08-12,2019-08-12,"user_1","user_1"
1943,"A","E","K","A-E-A-1943",4,2020-02-08,2020-02-08,"user_1","user_1"
1944,"A","F","L","A-F-A-1944",5,2020-08-06,2020-08-06,"user_1","user_1"
1945,"A","A","A","A-A-A-1945",6,2021-02-02,2021-02-02,"user_1","user_1"
1946,"A","B","B","A-B-A-1946",5,2020-08-06,2020-08-06,"user_1","user_1"
1947,"A","C","C","A-C-A-1947",3,2019-08-12,2019-08-12,"user_1","user_1"
1948,"A","D","D","A-D-A-1948",3,2019-08-12,2019-08-12,"user_1","user_1"
1949,"A","E","E","A-E-A-1949",4,2020-02-08,2020-02-08,"user_1","user_1"
1950,"A","F","F","A-F-A-1950",5,2020-08-06,2020-08-06,"user_1","user_1"
1951,"A","A","G","A-A-A-1951",6,2021-02-02,2021-02-02,"user_1","user_1"
1952,"A","B","H","A-B-A-1952",5,2020-08-06,2020-08-06,"user_1","user_1"
1953,"A","C","I","A-C-A-1953",3,2019-08-12,2019-08-12,"user_1","user_1"
1954,"A","D","J","A-D-A-1954",3,2019-08-12,2019-08-12,"user_1","user_1"
1955,"A","E","K","A-E-A-1955",4,2020-02-08,2020-02-08,"user_1","user_1"
1956,"A","F","L","A-F-A-1956",5,2020-08-06,2020-08-06,"user_1","user_1"
1957,"A","A","A","A-A-A-1957",6,2021-02-02,2021-02-02,"user_1","user_1"
1958,"A","B","B","A-B-A-1958",5,2020-08-06,2020-08-06,"user_1","user_1"
1959,"A","C","C","A-C-A-1959",3,2019-08-12,2019-08-12,"user_1","user_1"
1960,"A","D","D","A-D-A-1960",3,2019-08-12,2019-08-12,"user_1","user_1"
