"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user","members"
1302,"A","F","F","A-F-A-1302",6,"2021-02-02","2021-02-02","user_1","user_1",6115
1303,"A","A","G","A-A-A-1303",6,"2021-02-02","2021-02-02","user_1","user_1",6101
1304,"A","B","H","A-B-A-1304",5,"2020-02-08","2020-02-08","user_1","user_1",5982
1305,"A","C","I","A-C-A-1305",5,"2018-08-17","2018-08-17","user_1","user_1",5973
1306,"A","D","J","A-D-A-1306",3,"2020-08-06","2020-08-06","user_1","user_1",6035
1307,"A","E","K","A-E-A-1307",5,"2019-02-13","2019-02-13","user_1","user_1",5979
1308,"A","F","L","A-F-A-1308",3,"2021-02-02","2021-02-02","user_1","user_1",6115
1309,"A","A","A","A-A-A-1309",4,"2021-02-02","2021-02-02","user_1","user_1",6060
1310,"A","B","B","A-B-A-1310",2,"2020-02-08","2020-02-08","user_1","user_1",5971
1311,"A","C","C","A-C-A-1311",3,"2018-08-17","2018-08-17","user_1","user_1",5918
1312,"A","D","D","A-D-A-1312",2,"2020-08-06","2020-08-06","user_1","user_1",6101
1313,"A","E","E","A-E-A-1313",3,"2019-02-13","2019-02-13","user_1","user_1",6060
1314,"A","F","F","A-F-A-1314",2,"2021-02-02","2021-02-02","user_1","user_1",5979
1315,"A","A","G","A-A-A-1315",1,"2021-02-02","2021-02-02","user_1","user_1",5971
1316,"A","B","H","A-B-A-1316",4,"2020-02-08","2020-02-08","user_1","user_1",5979
1317,"A","C","I","A-C-A-1317",2,"2018-08-17","2018-08-17","user_1","user_1",5866
1318,"A","D","J","A-D-A-1318",5,"2020-08-06","2020-08-06","user_1","user_1",5971
1319,"A","E","K","A-E-A-1319",2,"2019-02-13","2019-02-13","user_1","user_1",6035
1320,"A","F","L","A-F-A-1320",6,"2021-02-02","2021-02-02","user_1","user_1",5971
1321,"A","A","A","A-A-A-1321",5,"2021-02-02","2021-02-02","user_1","user_1",5866
1322,"A","B","B","A-B-A-1322",4,"2020-02-08","2020-02-08","user_1","user_1",6060
1323,"A","C","C","A-C-A-1323",4,"2018-08-17","2018-08-17","user_1","user_1",6035
1324,"A","D","D","A-D-A-1324",3,"2020-08-06","2020-08-06","user_1","user_1",6115
1325,"A","E","E","A-E-A-1325",3,"2019-02-13","2019-02-13","user_1","user_1",6035
1326,"A","F","F","A-F-A-1326",4,"2021-02-02","2021-02-02","user_1","user_1",5866
1327,"A","A","G","A-A-A-1327",4,"2021-02-02","2021-02-02","user_1","user_1",5973
1328,"A","B","H","A-B-A-1328",4,"2020-02-08","2020-02-08","user_1","user_1",6060
1329,"A","C","I","A-C-A-1329",4,"2018-08-17","2018-08-17","user_1","user_1",5979
1330,"A","D","J","A-D-A-1330",5,"2020-08-06","2020-08-06","user_1","user_1",6101
1331,"A","E","K","A-E-A-1331",1,"2019-02-13","2019-02-13","user_1","user_1",5979
1332,"A","F","L","A-F-A-1332",2,"2021-02-02","2021-02-02","user_1","user_1",6101
1333,"A","A","A","A-A-A-1333",5,"2021-02-02","2021-02-02","user_1","user_1",5979
1334,"A","B","B","A-B-A-1334",4,"2020-02-08","2020-02-08","user_1","user_1",5971
1335,"A","C","C","A-C-A-1335",4,"2018-08-17","2018-08-17","user_1","user_1",5979
1336,"A","D","D","A-D-A-1336",6,"2020-08-06","2020-08-06","user_1","user_1",5979
1337,"A","E","E","A-E-A-1337",5,"2019-02-13","2019-02-13","user_1","user_1",5866
1338,"A","F","F","A-F-A-1338",6,"2021-02-02","2021-02-02","user_1","user_1",6101
1339,"A","A","G","A-A-A-1339",5,"2021-02-02","2021-02-02","user_1","user_1",5979
1340,"A","B","H","A-B-A-1340",6,"2020-02-08","2020-02-08","user_1","user_1",5971
1341,"A","C","I","A-C-A-1341",5,"2018-08-17","2018-08-17","user_1","user_1",6115
1342,"A","D","J","A-D-A-1342",4,"2020-08-06","2020-08-06","user_1","user_1",6035
1343,"A","E","K","A-E-A-1343",4,"2019-02-13","2019-02-13","user_1","user_1",5973
1344,"A","F","L","A-F-A-1344",3,"2021-02-02","2021-02-02","user_1","user_1",6115
1345,"A","A","A","A-A-A-1345",2,"2021-02-02","2021-02-02","user_1","user_1",5971
1346,"A","B","B","A-B-A-1346",3,"2020-02-08","2020-02-08","user_1","user_1",5918
1347,"A","C","C","A-C-A-1347",4,"2018-08-17","2018-08-17","user_1","user_1",5979
1348,"A","D","D","A-D-A-1348",1,"2020-08-06","2020-08-06","user_1","user_1",6101
1349,"A","E","E","A-E-A-1349",2,"2019-02-13","2019-02-13","user_1","user_1",5918
1350,"A","F","F","A-F-A-1350",3,"2021-02-02","2021-02-02","user_1","user_1",5979
1351,"A","A","G","A-A-A-1351",5,"2021-02-02","2021-02-02","user_1","user_1",6035
1352,"A","B","H","A-B-A-1352",1,"2020-02-08","2020-02-08","user_1","user_1",5979
1353,"A","C","I","A-C-A-1353",2,"2018-08-17","2018-08-17","user_1","user_1",5982
1354,"A","D","J","A-D-A-1354",5,"2020-08-06","2020-08-06","user_1","user_1",6115
1355,"A","E","K","A-E-A-1355",4,"2019-02-13","2019-02-13","user_1","user_1",5979
1356,"A","F","L","A-F-A-1356",4,"2021-02-02","2021-02-02","user_1","user_1",6115
1357,"A","A","A","A-A-A-1357",4,"2021-02-02","2021-02-02","user_1","user_1",5973
1358,"A","B","B","A-B-A-1358",3,"2020-02-08","2020-02-08","user_1","user_1",5973
1359,"A","C","C","A-C-A-1359",1,"2018-08-17","2018-08-17","user_1","user_1",5918
1360,"A","D","D","A-D-A-1360",3,"2020-08-06","2020-08-06","user_1","user_1",5973
1361,"A","E","E","A-E-A-1361",3,"2019-02-13","2019-02-13","user_1","user_1",6060
1362,"A","F","F","A-F-A-1362",6,"2021-02-02","2021-02-02","user_1","user_1",5979
1363,"A","A","G","A-A-A-1363",1,"2021-02-02","2021-02-02","user_1","user_1",5918
1364,"A","B","H","A-B-A-1364",2,"2020-02-08","2020-02-08","user_1","user_1",6035
1365,"A","C","I","A-C-A-1365",6,"2018-08-17","2018-08-17","user_1","user_1",5971
1366,"A","D","J","A-D-A-1366",2,"2020-08-06","2020-08-06","user_1","user_1",5982
1367,"A","E","K","A-E-A-1367",3,"2019-02-13","2019-02-13","user_1","user_1",5979
1368,"A","F","L","A-F-A-1368",6,"2021-02-02","2021-02-02","user_1","user_1",5973
1369,"A","A","A","A-A-A-1369",2,"2021-02-02","2021-02-02","user_1","user_1",5866
1370,"A","B","B","A-B-A-1370",6,"2020-02-08","2020-02-08","user_1","user_1",6035
1371,"A","C","C","A-C-A-1371",2,"2018-08-17","2018-08-17","user_1","user_1",6115
1372,"A","D","D","A-D-A-1372",3,"2020-08-06","2020-08-06","user_1","user_1",5979
1373,"A","E","E","A-E-A-1373",1,"2019-02-13","2019-02-13","user_1","user_1",5973
1374,"A","F","F","A-F-A-1374",6,"2021-02-02","2021-02-02","user_1","user_1",6035
1375,"A","A","G","A-A-A-1375",6,"2021-02-02","2021-02-02","user_1","user_1",6035
1376,"A","B","H","A-B-A-1376",2,"2020-02-08","2020-02-08","user_1","user_1",5982
1377,"A","C","I","A-C-A-1377",2,"2018-08-17","2018-08-17","user_1","user_1",5973
1378,"A","D","J","A-D-A-1378",2,"2020-08-06","2020-08-06","user_1","user_1",5971
1379,"A","E","K","A-E-A-1379",2,"2019-02-13","2019-02-13","user_1","user_1",6060
1380,"A","F","L","A-F-A-1380",1,"2021-02-02","2021-02-02","user_1","user_1",6035
1381,"A","A","A","A-A-A-1381",5,"2021-02-02","2021-02-02","user_1","user_1",6060
1382,"A","B","B","A-B-A-1382",2,"2020-02-08","2020-02-08","user_1","user_1",5982
1383,"A","C","C","A-C-A-1383",4,"2018-08-17","2018-08-17","user_1","user_1",6060
1384,"A","D","D","A-D-A-1384",3,"2020-08-06","2020-08-06","user_1","user_1",6035
1385,"A","E","E","A-E-A-1385",4,"2019-02-13","2019-02-13","user_1","user_1",5979
1386,"A","F","F","A-F-A-1386",3,"2021-02-02","2021-02-02","user_1","user_1",5866
1387,"A","A","G","A-A-A-1387",2,"2021-02-02","2021-02-02","user_1","user_1",6035
1388,"A","B","H","A-B-A-1388",5,"2020-02-08","2020-02-08","user_1","user_1",6035
1389,"A","C","I","A-C-A-1389",4,"2018-08-17","2018-08-17","user_1","user_1",5982
1390,"A","D","J","A-D-A-1390",5,"2020-08-06","2020-08-06","user_1","user_1",6060
1391,"A","E","K","A-E-A-1391",4,"2019-02-13","2019-02-13","user_1","user_1",6115
1392,"A","F","L","A-F-A-1392",2,"2021-02-02","2021-02-02","user_1","user_1",5973
1393,"A","A","A","A-A-A-1393",3,"2021-02-02","2021-02-02","user_1","user_1",6035
1394,"A","B","B","A-B-A-1394",5,"2020-02-08","2020-02-08","user_1","user_1",5971
1395,"A","C","C","A-C-A-1395",3,"2018-08-17","2018-08-17","user_1","user_1",5866
1396,"A","D","D","A-D-A-1396",2,"2020-08-06","2020-08-06","user_1","user_1",5918
1397,"A","E","E","A-E-A-1397",4,"2019-02-13","2019-02-13","user_1","user_1",5979
1398,"A","F","F","A-F-A-1398",5,"2021-02-02","2021-02-02","user_1","user_1",6035
1399,"A","A","G","A-A-A-1399",6,"2021-02-02","2021-02-02","user_1","user_1",5866
1400,"A","B","H","A-B-A-1400",1,"2020-02-08","2020-02-08","user_1","user_1",6035
1401,"A","C","I","A-C-A-1401",4,"2018-08-17","2018-08-17","user_1","user_1",5971
1402,"A","D","J","A-D-A-1402",1,"2020-08-06","2020-08-06","user_1","user_1",6115
1403,"A","E","K","A-E-A-1403",1,"2019-02-13","2019-02-13","user_1","user_1",5866
1404,"A","F","L","A-F-A-1404",6,"2021-02-02","2021-02-02","user_1","user_1",5973
1405,"A","A","A","A-A-A-1405",2,"2021-02-02","2021-02-02","user_1","user_1",6060
1406,"A","B","B","A-B-A-1406",3,"2020-02-08","2020-02-08","user_1","user_1",5971
1407,"A","C","C","A-C-A-1407",3,"2018-08-17","2018-08-17","user_1","user_1",6115
1408,"A","D","D","A-D-A-1408",5,"2020-08-06","2020-08-06","user_1","user_1",6101
1409,"A","E","E","A-E-A-1409",4,"2019-02-13","2019-02-13","user_1","user_1",5971
1410,"A","F","F","A-F-A-1410",2,"2021-02-02","2021-02-02","user_1","user_1",6101
1411,"A","A","G","A-A-A-1411",6,"2021-02-02","2021-02-02","user_1","user_1",5971
1412,"A","B","H","A-B-A-1412",3,"2020-02-08","2020-02-08","user_1","user_1",5973
1413,"A","C","I","A-C-A-1413",3,"2018-08-17","2018-08-17","user_1","user_1",6101
1414,"A","D","J","A-D-A-1414",1,"2020-08-06","2020-08-06","user_1","user_1",5918
1415,"A","E","K","A-E-A-1415",2,"2019-02-13","2019-02-13","user_1","user_1",5918
1416,"A","F","L","A-F-A-1416",5,"2021-02-02","2021-02-02","user_1","user_1",5979
1417,"A","A","A","A-A-A-1417",4,"2021-02-02","2021-02-02","user_1","user_1",6101
1418,"A","B","B","A-B-A-1418",1,"2020-02-08","2020-02-08","user_1","user_1",5971
1419,"A","C","C","A-C-A-1419",6,"2018-08-17","2018-08-17","user_1","user_1",5982
1420,"A","D","D","A-D-A-1420",3,"2020-08-06","2020-08-06","user_1","user_1",5973
1421,"A","E","E","A-E-A-1421",1,"2019-02-13","2019-02-13","user_1","user_1",5918
1422,"A","F","F","A-F-A-1422",6,"2021-02-02","2021-02-02","user_1","user_1",6060
1423,"A","A","G","A-A-A-1423",2,"2021-02-02","2021-02-02","user_1","user_1",6060
1424,"A","B","H","A-B-A-1424",5,"2020-02-08","2020-02-08","user_1","user_1",6035
1425,"A","C","I","A-C-A-1425",4,"2018-08-17","2018-08-17","user_1","user_1",5979
1426,"A","D","J","A-D-A-1426",6,"2020-08-06","2020-08-06","user_1","user_1",6060
1427,"A","E","K","A-E-A-1427",5,"2019-02-13","2019-02-13","user_1","user_1",6035
1428,"A","F","L","A-F-A-1428",6,"2021-02-02","2021-02-02","user_1","user_1",5918
1429,"A","A","A","A-A-A-1429",6,"2021-02-02","2021-02-02","user_1","user_1",5982
1430,"A","B","B","A-B-A-1430",3,"2020-02-08","2020-02-08","user_1","user_1",5918
1431,"A","C","C","A-C-A-1431",2,"2018-08-17","2018-08-17","user_1","user_1",5973
1432,"A","D","D","A-D-A-1432",4,"2020-08-06","2020-08-06","user_1","user_1",5979
1433,"A","E","E","A-E-A-1433",4,"2019-02-13","2019-02-13","user_1","user_1",6115
1434,"A","F","F","A-F-A-1434",5,"2021-02-02","2021-02-02","user_1","user_1",5918
1435,"A","A","G","A-A-A-1435",5,"2021-02-02","2021-02-02","user_1","user_1",5982
1436,"A","B","H","A-B-A-1436",1,"2020-02-08","2020-02-08","user_1","user_1",5866
1437,"A","C","I","A-C-A-1437",4,"2018-08-17","2018-08-17","user_1","user_1",5979
1438,"A","D","J","A-D-A-1438",6,"2020-08-06","2020-08-06","user_1","user_1",5866
1439,"A","E","K","A-E-A-1439",5,"2019-02-13","2019-02-13","user_1","user_1",6035
1440,"A","F","L","A-F-A-1440",6,"2021-02-02","2021-02-02","user_1","user_1",5979
1441,"A","A","A","A-A-A-1441",2,"2021-02-02","2021-02-02","user_1","user_1",6101
1442,"A","B","B","A-B-A-1442",4,"2020-02-08","2020-02-08","user_1","user_1",5971
1443,"A","C","C","A-C-A-1443",2,"2018-08-17","2018-08-17","user_1","user_1",5973
1444,"A","D","D","A-D-A-1444",2,"2020-08-06","2020-08-06","user_1","user_1",5866
1445,"A","E","E","A-E-A-1445",3,"2019-02-13","2019-02-13","user_1","user_1",6101
1446,"A","F","F","A-F-A-1446",4,"2021-02-02","2021-02-02","user_1","user_1",5973
1447,"A","A","G","A-A-A-1447",6,"2021-02-02","2021-02-02","user_1","user_1",6060
1448,"A","B","H","A-B-A-1448",2,"2020-02-08","2020-02-08","user_1","user_1",6101
1449,"A","C","I","A-C-A-1449",1,"2018-08-17","2018-08-17","user_1","user_1",6035
1450,"A","D","J","A-D-A-1450",6,"2020-08-06","2020-08-06","user_1","user_1",5982
1451,"A","E","K","A-E-A-1451",2,"2019-02-13","2019-02-13","user_1","user_1",5866
1452,"A","F","L","A-F-A-1452",4,"2021-02-02","2021-02-02","user_1","user_1",6035
1453,"A","A","A","A-A-A-1453",4,"2021-02-02","2021-02-02","user_1","user_1",5918
1454,"A","B","B","A-B-A-1454",2,"2020-02-08","2020-02-08","user_1","user_1",6101
1455,"A","C","C","A-C-A-1455",4,"2018-08-17","2018-08-17","user_1","user_1",5971
1456,"A","D","D","A-D-A-1456",6,"2020-08-06","2020-08-06","user_1","user_1",6101
1457,"A","E","E","A-E-A-1457",5,"2019-02-13","2019-02-13","user_1","user_1",5971
1458,"A","F","F","A-F-A-1458",3,"2021-02-02","2021-02-02","user_1","user_1",5918
1459,"A","A","G","A-A-A-1459",5,"2021-02-02","2021-02-02","user_1","user_1",5973
1460,"A","B","H","A-B-A-1460",3,"2020-02-08","2020-02-08","user_1","user_1",6101
1461,"A","C","I","A-C-A-1461",5,"2018-08-17","2018-08-17","user_1","user_1",6035
1462,"A","D","J","A-D-A-1462",6,"2020-08-06","2020-08-06","user_1","user_1",5918
1463,"A","E","K","A-E-A-1463",2,"2019-02-13","2019-02-13","user_1","user_1",6060
1464,"A","F","L","A-F-A-1464",1,"2021-02-02","2021-02-02","user_1","user_1",6115
1465,"A","A","A","A-A-A-1465",6,"2021-02-02","2021-02-02","user_1","user_1",5982
1466,"A","B","B","A-B-A-1466",5,"2020-02-08","2020-02-08","user_1","user_1",5971
1467,"A","C","C","A-C-A-1467",3,"2018-08-17","2018-08-17","user_1","user_1",6035
1468,"A","D","D","A-D-A-1468",6,"2020-08-06","2020-08-06","user_1","user_1",6060
1469,"A","E","E","A-E-A-1469",3,"2019-02-13","2019-02-13","user_1","user_1",5979
1470,"A","F","F","A-F-A-1470",1,"2021-02-02","2021-02-02","user_1","user_1",5866
1471,"A","A","G","A-A-A-1471",5,"2021-02-02","2021-02-02","user_1","user_1",6035
1472,"A","B","H","A-B-A-1472",4,"2020-02-08","2020-02-08","user_1","user_1",5973
1473,"A","C","I","A-C-A-1473",4,"2018-08-17","2018-08-17","user_1","user_1",5866
1474,"A","D","J","A-D-A-1474",5,"2020-08-06","2020-08-06","user_1","user_1",6035
1475,"A","E","K","A-E-A-1475",6,"2019-02-13","2019-02-13","user_1","user_1",5918
1476,"A","F","L","A-F-A-1476",1,"2021-02-02","2021-02-02","user_1","user_1",6060
1477,"A","A","A","A-A-A-1477",5,"2021-02-02","2021-02-02","user_1","user_1",6115
1478,"A","B","B","A-B-A-1478",3,"2020-02-08","2020-02-08","user_1","user_1",5918
1479,"A","C","C","A-C-A-1479",2,"2018-08-17","2018-08-17","user_1","user_1",5982
1480,"A","D","D","A-D-A-1480",6,"2020-08-06","2020-08-06","user_1","user_1",5979
1481,"A","E","E","A-E-A-1481",6,"2019-02-13","2019-02-13","user_1","user_1",6115
1482,"A","F","F","A-F-A-1482",5,"2021-02-02","2021-02-02","user_1","user_1",5982
1483,"A","A","G","A-A-A-1483",1,"2021-02-02","2021-02-02","user_1","user_1",6060
1484,"A","B","H","A-B-A-1484",2,"2020-02-08","2020-02-08","user_1","user_1",6101
1485,"A","C","I","A-C-A-1485",1,"2018-08-17","2018-08-17","user_1","user_1",5979
1486,"A","D","J","A-D-A-1486",2,"2020-08-06","2020-08-06","user_1","user_1",5973
1487,"A","E","K","A-E-A-1487",2,"2019-02-13","2019-02-13","user_1","user_1",6115
1488,"A","F","L","A-F-A-1488",3,"2021-02-02","2021-02-02","user_1","user_1",5979
1489,"A","A","A","A-A-A-1489",4,"2021-02-02","2021-02-02","user_1","user_1",5982
1490,"A","B","B","A-B-A-1490",5,"2020-02-08","2020-02-08","user_1","user_1",6101
1491,"A","C","C","A-C-A-1491",1,"2018-08-17","2018-08-17","user_1","user_1",6101
1492,"A","D","D","A-D-A-1492",3,"2020-08-06","2020-08-06","user_1","user_1",5982
1493,"A","E","E","A-E-A-1493",6,"2019-02-13","2019-02-13","user_1","user_1",6115
1494,"A","F","F","A-F-A-1494",4,"2021-02-02","2021-02-02","user_1","user_1",5866
1495,"A","A","G","A-A-A-1495",4,"2021-02-02","2021-02-02","user_1","user_1",5971
1496,"A","B","H","A-B-A-1496",2,"2020-02-08","2020-02-08","user_1","user_1",5866
1497,"A","C","I","A-C-A-1497",1,"2018-08-17","2018-08-17","user_1","user_1",5982
1498,"A","D","J","A-D-A-1498",2,"2020-08-06","2020-08-06","user_1","user_1",5979
1499,"A","E","K","A-E-A-1499",5,"2019-02-13","2019-02-13","user_1","user_1",5971
1500,"A","F","L","A-F-A-1500",5,"2021-02-02","2021-02-02","user_1","user_1",5973
1501,"A","A","A","A-A-A-1501",3,"2021-02-02","2021-02-02","user_1","user_1",5979
1502,"A","B","B","A-B-A-1502",5,"2020-02-08","2020-02-08","user_1","user_1",5973
1503,"A","C","C","A-C-A-1503",6,"2018-08-17","2018-08-17","user_1","user_1",5918
1504,"A","D","D","A-D-A-1504",1,"2020-08-06","2020-08-06","user_1","user_1",6060
1505,"A","E","E","A-E-A-1505",5,"2019-02-13","2019-02-13","user_1","user_1",6115
1506,"A","F","F","A-F-A-1506",5,"2021-02-02","2021-02-02","user_1","user_1",6115
1507,"A","A","G","A-A-A-1507",1,"2021-02-02","2021-02-02","user_1","user_1",5918
1508,"A","B","H","A-B-A-1508",5,"2020-02-08","2020-02-08","user_1","user_1",5971
1509,"A","C","I","A-C-A-1509",1,"2018-08-17","2018-08-17","user_1","user_1",5982
1510,"A","D","J","A-D-A-1510",4,"2020-08-06","2020-08-06","user_1","user_1",6115
1511,"A","E","K","A-E-A-1511",6,"2019-02-13","2019-02-13","user_1","user_1",5979
1512,"A","F","L","A-F-A-1512",3,"2021-02-02","2021-02-02","user_1","user_1",5982
1513,"A","A","A","A-A-A-1513",3,"2021-02-02","2021-02-02","user_1","user_1",5971
1514,"A","B","B","A-B-A-1514",6,"2020-02-08","2020-02-08","user_1","user_1",6101
1515,"A","C","C","A-C-A-1515",3,"2018-08-17","2018-08-17","user_1","user_1",5979
1516,"A","D","D","A-D-A-1516",1,"2020-08-06","2020-08-06","user_1","user_1",6035
1517,"A","E","E","A-E-A-1517",4,"2019-02-13","2019-02-13","user_1","user_1",6115
1518,"A","F","F","A-F-A-1518",2,"2021-02-02","2021-02-02","user_1","user_1",6035
1519,"A","A","G","A-A-A-1519",6,"2021-02-02","2021-02-02","user_1","user_1",5918
1520,"A","B","H","A-B-A-1520",1,"2020-02-08","2020-02-08","user_1","user_1",5971
1521,"A","C","I","A-C-A-1521",4,"2018-08-17","2018-08-17","user_1","user_1",6101
1522,"A","D","J","A-D-A-1522",2,"2020-08-06","2020-08-06","user_1","user_1",6115
1523,"A","E","K","A-E-A-1523",5,"2019-02-13","2019-02-13","user_1","user_1",5982
1524,"A","F","L","A-F-A-1524",6,"2021-02-02","2021-02-02","user_1","user_1",6060
1525,"A","A","A","A-A-A-1525",2,"2021-02-02","2021-02-02","user_1","user_1",6101
1526,"A","B","B","A-B-A-1526",1,"2020-02-08","2020-02-08","user_1","user_1",6101
1527,"A","C","C","A-C-A-1527",6,"2018-08-17","2018-08-17","user_1","user_1",6115
1528,"A","D","D","A-D-A-1528",6,"2020-08-06","2020-08-06","user_1","user_1",5918
1529,"A","E","E","A-E-A-1529",3,"2019-02-13","2019-02-13","user_1","user_1",6035
1530,"A","F","F","A-F-A-1530",6,"2021-02-02","2021-02-02","user_1","user_1",6035
1531,"A","A","G","A-A-A-1531",5,"2021-02-02","2021-02-02","user_1","user_1",6035
1532,"A","B","H","A-B-A-1532",2,"2020-02-08","2020-02-08","user_1","user_1",5918
1533,"A","C","I","A-C-A-1533",3,"2018-08-17","2018-08-17","user_1","user_1",5918
1534,"A","D","J","A-D-A-1534",3,"2020-08-06","2020-08-06","user_1","user_1",6115
1535,"A","E","K","A-E-A-1535",4,"2019-02-13","2019-02-13","user_1","user_1",6101
1536,"A","F","L","A-F-A-1536",6,"2021-02-02","2021-02-02","user_1","user_1",6115
1537,"A","A","A","A-A-A-1537",1,"2021-02-02","2021-02-02","user_1","user_1",5866
1538,"A","B","B","A-B-A-1538",6,"2020-02-08","2020-02-08","user_1","user_1",6060
1539,"A","C","C","A-C-A-1539",6,"2018-08-17","2018-08-17","user_1","user_1",5982
1540,"A","D","D","A-D-A-1540",1,"2020-08-06","2020-08-06","user_1","user_1",6035
1541,"A","E","E","A-E-A-1541",4,"2019-02-13","2019-02-13","user_1","user_1",5982
1542,"A","F","F","A-F-A-1542",2,"2021-02-02","2021-02-02","user_1","user_1",6035
1543,"A","A","G","A-A-A-1543",3,"2021-02-02","2021-02-02","user_1","user_1",6060
1544,"A","B","H","A-B-A-1544",6,"2020-02-08","2020-02-08","user_1","user_1",6101
1545,"A","C","I","A-C-A-1545",5,"2018-08-17","2018-08-17","user_1","user_1",5979
1546,"A","D","J","A-D-A-1546",2,"2020-08-06","2020-08-06","user_1","user_1",5979
1547,"A","E","K","A-E-A-1547",1,"2019-02-13","2019-02-13","user_1","user_1",5971
1548,"A","F","L","A-F-A-1548",1,"2021-02-02","2021-02-02","user_1","user_1",6035
1549,"A","A","A","A-A-A-1549",6,"2021-02-02","2021-02-02","user_1","user_1",6035
1550,"A","B","B","A-B-A-1550",3,"2020-02-08","2020-02-08","user_1","user_1",5918
1551,"A","C","C","A-C-A-1551",4,"2018-08-17","2018-08-17","user_1","user_1",5973
1552,"A","D","D","A-D-A-1552",4,"2020-08-06","2020-08-06","user_1","user_1",5971
1553,"A","E","E","A-E-A-1553",6,"2019-02-13","2019-02-13","user_1","user_1",5979
1554,"A","F","F","A-F-A-1554",4,"2021-02-02","2021-02-02","user_1","user_1",5918
1555,"A","A","G","A-A-A-1555",3,"2021-02-02","2021-02-02","user_1","user_1",6060
1556,"A","B","H","A-B-A-1556",6,"2020-02-08","2020-02-08","user_1","user_1",6101
1557,"A","C","I","A-C-A-1557",1,"2018-08-17","2018-08-17","user_1","user_1",6035
1558,"A","D","J","A-D-A-1558",2,"2020-08-06","2020-08-06","user_1","user_1",5866
1559,"A","E","K","A-E-A-1559",4,"2019-02-13","2019-02-13","user_1","user_1",6101
1560,"A","F","L","A-F-A-1560",5,"2021-02-02","2021-02-02","user_1","user_1",5866
1561,"A","A","A","A-A-A-1561",4,"2021-02-02","2021-02-02","user_1","user_1",5918
1562,"A","B","B","A-B-A-1562",6,"2020-02-08","2020-02-08","user_1","user_1",6101
1563,"A","C","C","A-C-A-1563",4,"2018-08-17","2018-08-17","user_1","user_1",5971
1564,"A","D","D","A-D-A-1564",6,"2020-08-06","2020-08-06","user_1","user_1",5973
1565,"A","E","E","A-E-A-1565",4,"2019-02-13","2019-02-13","user_1","user_1",5979
1566,"A","F","F","A-F-A-1566",1,"2021-02-02","2021-02-02","user_1","user_1",6115
1567,"A","A","G","A-A-A-1567",2,"2021-02-02","2021-02-02","user_1","user_1",6060
1568,"A","B","H","A-B-A-1568",4,"2020-02-08","2020-02-08","user_1","user_1",5866
1569,"A","C","I","A-C-A-1569",4,"2018-08-17","2018-08-17","user_1","user_1",5982
1570,"A","D","J","A-D-A-1570",6,"2020-08-06","2020-08-06","user_1","user_1",5866
1571,"A","E","K","A-E-A-1571",1,"2019-02-13","2019-02-13","user_1","user_1",6101
1572,"A","F","L","A-F-A-1572",6,"2021-02-02","2021-02-02","user_1","user_1",6035
1573,"A","A","A","A-A-A-1573",2,"2021-02-02","2021-02-02","user_1","user_1",5973
1574,"A","B","B","A-B-A-1574",2,"2020-02-08","2020-02-08","user_1","user_1",5918
1575,"A","C","C","A-C-A-1575",5,"2018-08-17","2018-08-17","user_1","user_1",5973
1576,"A","D","D","A-D-A-1576",2,"2020-08-06","2020-08-06","user_1","user_1",6035
1577,"A","E","E","A-E-A-1577",2,"2019-02-13","2019-02-13","user_1","user_1",5866
1578,"A","F","F","A-F-A-1578",2,"2021-02-02","2021-02-02","user_1","user_1",6035
1579,"A","A","G","A-A-A-1579",4,"2021-02-02","2021-02-02","user_1","user_1",6101
1580,"A","B","H","A-B-A-1580",6,"2020-02-08","2020-02-08","user_1","user_1",5866
1581,"A","C","I","A-C-A-1581",5,"2018-08-17","2018-08-17","user_1","user_1",6035
1582,"A","D","J","A-D-A-1582",6,"2020-08-06","2020-08-06","user_1","user_1",6115
1583,"A","E","K","A-E-A-1583",3,"2019-02-13","2019-02-13","user_1","user_1",6101
1584,"A","F","L","A-F-A-1584",5,"2021-02-02","2021-02-02","user_1","user_1",5982
1585,"A","A","A","A-A-A-1585",3,"2021-02-02","2021-02-02","user_1","user_1",5866
1586,"A","B","B","A-B-A-1586",6,"2020-02-08","2020-02-08","user_1","user_1",5982
1587,"A","C","C","A-C-A-1587",4,"2018-08-17","2018-08-17","user_1","user_1",5982
1588,"A","D","D","A-D-A-1588",6,"2020-08-06","2020-08-06","user_1","user_1",5918
1589,"A","E","E","A-E-A-1589",2,"2019-02-13","2019-02-13","user_1","user_1",6060
1590,"A","F","F","A-F-A-1590",2,"2021-02-02","2021-02-02","user_1","user_1",5866
1591,"A","A","G","A-A-A-1591",3,"2021-02-02","2021-02-02","user_1","user_1",5918
1592,"A","B","H","A-B-A-1592",4,"2020-02-08","2020-02-08","user_1","user_1",5982
1593,"A","C","I","A-C-A-1593",6,"2018-08-17","2018-08-17","user_1","user_1",6035
1594,"A","D","J","A-D-A-1594",1,"2020-08-06","2020-08-06","user_1","user_1",6035
1595,"A","E","K","A-E-A-1595",6,"2019-02-13","2019-02-13","user_1","user_1",5982
1596,"A","F","L","A-F-A-1596",6,"2021-02-02","2021-02-02","user_1","user_1",6060
1597,"A","A","A","A-A-A-1597",6,"2021-02-02","2021-02-02","user_1","user_1",6101
